ds,y
2012-10-10,911.658625
2012-10-11,911.658625
2012-10-12,911.658625
2012-10-16,911.658625
2012-10-17,911.658625
2012-10-18,911.658625
2012-10-19,911.658625
2012-10-22,911.658625
2012-10-23,911.658625
2012-10-24,911.658625
2012-10-25,911.658625
2012-10-26,911.658625
2012-10-29,911.658625
2012-10-30,911.658625
2012-10-31,911.658625
2012-11-01,911.658625
2012-11-02,911.658625
2012-11-06,911.658625
2012-11-07,911.658625
2012-11-08,911.658625
2012-11-09,911.658625
2012-11-13,911.658625
2012-11-14,911.658625
2012-11-15,911.658625
2012-11-16,911.658625
2012-11-19,911.658625
2012-11-20,911.658625
2012-11-21,911.658625
2012-11-22,911.658625
2012-11-23,911.658625
2012-11-26,911.658625
2012-11-27,911.658625
2012-11-28,911.658625
2012-11-29,911.658625
2012-11-30,911.658625
2012-12-03,911.658625
2012-12-04,911.658625
2012-12-05,911.658625
2012-12-06,911.658625
2012-12-07,911.658625
2012-12-10,911.658625
2012-12-11,911.658625
2012-12-12,911.658625
2012-12-13,911.658625
2012-12-17,911.658625
2012-12-18,911.658625
2012-12-19,911.658625
2012-12-20,911.658625
2012-12-21,911.658625
2012-12-24,911.658625
2012-12-26,911.658625
2012-12-27,911.658625
2012-12-28,911.658625
2012-12-31,911.658625
2013-01-02,852.0174065
2013-01-03,852.0174065
2013-01-04,852.0174065
2013-01-08,852.0174065
2013-01-09,852.0174065
2013-01-10,852.0174065
2013-01-11,852.0174065
2013-01-14,852.0174065
2013-01-15,852.0174065
2013-01-16,852.0174065
2013-01-17,852.0174065
2013-01-18,852.0174065
2013-01-21,852.0174065
2013-01-22,852.0174065
2013-01-23,852.0174065
2013-01-24,852.0174065
2013-01-25,852.0174065
2013-01-28,983.0970075
2013-01-29,983.0970075
2013-01-30,983.0970075
2013-01-31,983.0970075
2013-02-01,983.0970075
2013-02-04,983.0970075
2013-02-05,983.0970075
2013-02-06,983.0970075
2013-02-07,983.0970075
2013-02-08,917.557207
2013-02-11,917.557207
2013-02-12,917.557207
2013-02-13,917.557207
2013-02-14,917.557207
2013-02-15,917.557207
2013-02-18,917.557207
2013-02-19,917.557207
2013-02-20,917.557207
2013-02-21,917.557207
2013-02-22,917.557207
2013-02-25,917.557207
2013-02-26,917.557207
2013-02-27,917.557207
2013-02-28,917.557207
2013-03-01,917.557207
2013-03-04,852.0174065
2013-03-05,852.0174065
2013-03-06,852.0174065
2013-03-07,852.0174065
2013-03-08,852.0174065
2013-03-11,917.557207
2013-03-12,917.557207
2013-03-13,917.557207
2013-03-14,917.557207
2013-03-15,917.557207
2013-03-20,917.557207
2013-03-21,917.557207
2013-03-22,917.557207
2013-03-26,917.557207
2013-03-27,917.557207
2013-04-01,852.0174065
2013-04-02,852.0174065
2013-04-03,852.0174065
2013-04-04,852.0174065
2013-04-05,852.0174065
2013-04-08,852.0174065
2013-04-09,852.0174065
2013-04-10,852.0174065
2013-04-11,852.0174065
2013-04-12,852.0174065
2013-04-15,852.0174065
2013-04-16,852.0174065
2013-04-17,852.0174065
2013-04-18,852.0174065
2013-04-19,852.0174065
2013-04-22,852.0174065
2013-04-23,852.0174065
2013-04-24,852.0174065
2013-04-25,852.0174065
2013-04-26,852.0174065
2013-04-29,852.0174065
2013-04-30,852.0174065
2013-05-02,852.0174065
2013-05-03,852.0174065
2013-05-06,852.0174065
2013-05-07,852.0174065
2013-05-08,852.0174065
2013-05-09,852.0174065
2013-05-10,852.0174065
2013-05-14,852.0174065
2013-05-15,852.0174065
2013-05-16,852.0174065
2013-05-17,852.0174065
2013-05-20,852.0174065
2013-05-21,852.0174065
2013-05-22,852.0174065
2013-05-23,852.0174065
2013-05-24,852.0174065
2013-05-27,852.0174065
2013-05-28,852.0174065
2013-05-29,852.0174065
2013-05-30,852.0174065
2013-05-31,852.0174065
2013-06-04,852.0174065
2013-06-05,852.0174065
